ID,Description,Must flag
VFG039395gbNP819899,(coxCC5) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039401gbWP012570067,(cirC/coxDFB1) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039407gbWP005768564,(cem3) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039413gbWP011996878,(ankH) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039418gbWP011996866,(coxDFB2) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039425gbNP820063,(cem4) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039430gbNP820078,(CBU_1079) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039431gbWP005768373,(CBUK_RS04875) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039439gbWP011996994,(CBUD_RS06225) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039443gbWP012570762,(CBUK_RS05375) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039447gbWP012569937,"(ankI) Coxiella Dot/Icm type IVB secretion system translocated effector, ankyrin repeat-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212]",FALSE
VFG039449gbNP820208,"(ankI) Coxiella Dot/Icm type IVB secretion system translocated effector, ankyrin repeat-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]",FALSE
VFG039452gbWP043880908,(coxU2) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039454gbNP820212,(coxU2) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039459gbNP820305,(coxCC6) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039462gbWP011997091,(CBUD_RS07300) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039466gbWP005771043,(coxK2) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039473gbWP012220632,(cem6) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039481gbNP820393,(CBU_1409) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039486gbNP820409,(coxDFB4) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039487gbWP012569825,(rimP) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039496gbNP820440,(coxTPR1) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039499gbWP162466975,(coxCC7/cig44) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039500gbWP040939921,(coxCC7/cig44) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039501gbNP820443,(coxCC7/cig44) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039510gbWP155106176,"(caeA/coxCC9) Coxiella Dot/Icm type IVB secretion system translocated effector, Coxiella anti-apoptotic effector A [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331]",FALSE
VFG039514gbWP011996586,(CBUD_RS12165) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039515gbWP012220693,(COXBURSA331_RS08435*) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039516gbWP012220692,(COXBURSA331_RS08430*) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039521gbWP040939775,"(caeB) Coxiella Dot/Icm type IVB secretion system translocated effector, Coxiella anti-apoptotic effector B [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331]",FALSE
VFG039526gbNP820526,(coxCC10/cig49) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039527gbWP012569767,(coxCC11) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039541gbNP820552,(coxCC12) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039545gbNP820559,(CBU_1576) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039552gbWP043880831,(coxCC13) hypothetical protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039558gbNP820589,(CBU_1607) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039563gbNP820618,(coxCC14) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039565gbWP005769585,(CBUK_RS09450) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039572gbNP820647,(CBU_1665) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039573gbWP012569721,(cem9) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039578gbWP011996520,(CBUD_RS01635) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039585gbNP820667,(CBU_1685) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039590gbNP820668,(cetCb5) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039592gbWP005770484,(cetCb6) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039596gbWP012569606,(coxDFB5/cig57) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039605gbNP820734,(CBU_1754) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039608gbWP011996490,(ankM/cig58) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039613gbWP011996485,(coxH3) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039616gbWP005770376,(CBUK_RS01150) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039619gbWP012569630,(CBUG_RS00835) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039626gbNP820770,(CBU_1790) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039628gbWP012570581,(CBUK_RS00430) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039633gbWP005770154,(CBUK_RS00565) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039640gbWP012220816,(coxH4/cig61) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039643gbWP005770168,(coxDFB6) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039648gbWP012570930,(CBUK_RS10195) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG039654gbWP011997419,(cem12) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039657gbWP005769777,(cem13) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG039666gbNP820990,(CBU_2016) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039671gbNP821001,(CBU_2028) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039675gbWP012220016,(coxCC15) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039679gbWP011997454,(CBUD_RS10720) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039684gbWP011997457,(CBUD_RS10735) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039685gbWP012220012,(COXBURSA331_RS00340) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039689gbWP011997461,(CBUD_RS10825) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039695gbWP012220895,(coxFIC1) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039700gbNP819024,(cpeA) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039706gbNP819031,(cpeC/coxU3) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039708gbNP819032,(cpeD) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039709gbWP012219993,(cpeE) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039713gbWP012219990,(cpeF) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG039716gbNP819042,(cpeG) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039719gbNP819050,(cpeH) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG039720gbWP011996312,(cpeI) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039721gbWP011996316,(cpeJ) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039722gbWP011996323,(cpeK) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG039723gbWP011996324,(cpeL) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG041423gbWP158300522,(CBUD_RS12405) ankyrin repeat domain-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG041424gbWP005768624,(CBUD_RS05145) DUF3800 domain-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG041425gbWP011996917,(CBUD_RS11275) ankyrin repeat domain-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG041426gbWP005772782,(CBUD_RS06720*) ankyrin repeat domain-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG041427gbWP143343646,(CBUD_RS08635) ankyrin repeat domain-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG041428gbWP011997383,"(ankP) Coxiella Dot/Icm type IVB secretion system translocated effector, ankyrin repeat protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111]",FALSE
VFG041429gbWP005771199,(CBUK_RS06760) ankyrin repeat domain-containing protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG041433gbWP012569786,(CBUG_RS02435) hypothetical protein [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG046154gbWP005769453,(CBUK_RS09775) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046159gbWP012570641,(CBUK_RS01870) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046163gbWP005771146,(CBUK_RS06625) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046168gbWP011996807,(CBUD_RS04430) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG046170gbWP012570724,(CBUK_RS11970) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046171gbWP012220355,(COXBURSA331_RS04505) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG046173gbWP012569910,(CBUG_RS03760) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG046180gbWP011997085,(CBUD_RS07205) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG046181gbWP012220593,(COXBURSA331_RS07230) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG046184gbWP005772026,(CBUK_RS08735) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046188gbWP148206124,(CBUK_RS08750) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046189gbWP011996596,(CBUD_RS12170) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG046190gbWP012220684,(COXBURSA331_RS08300) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331],FALSE
VFG046193gbWP012570881,(CBUK_RS08900) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046195gbWP077019603,(CBUK_RS09340) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuK_Q154],FALSE
VFG046199gbWP011996491,(CBUD_RS01260) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111],FALSE
VFG046206gbNP820798,(CBU_1819) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493],FALSE
VFG046207gbWP012569668,(CBUG_RS01175) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii CbuG_Q212],FALSE
VFG000795gbWP000245816,(escG) chaperone for EscF [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000797gbWP000228583,(cesD2) chaperone for EspD [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000802gbWP000953255,(escD) Type III secretion system outer MS ring protein EscD [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000810gbWP001303723,(escP) Type III secretion system needle length regulator EscP [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000814gbWP001050992,(cesL) chaperone for SepL [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000816gbWP001302733,(escI) Type III secretion system inner rod component EscI [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000822gbWP000605370,(glrR) type III secretion system LEE GrlA-binding negative regulator GrlR [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000823gbWP000720639,(etgA) T3SS-associated peptidoglycan lytic enzyme [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000828gbWP000780681,"(escL) negative regulator EscL, stator protein [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",FALSE
VFG000831gbWP000628731,(escE) chaperone for EscF [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000832gbWP001055728,(ler) transcription regulator Ler [Ler (VF0192) - Regulation (VFC0301)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG001828gbWP000691354,(stxA) Shiga toxin subunit A; RNA-N-glycosidase; catalytic subunit [Shiga toxin (VF0117) - Exotoxin (VFC0235)] [Shigella dysenteriae Sd197],TRUE
VFG000839gbWP001449026,(paa) outer membrane adhesin Paa [Paa (VF0194) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG000846gbWP001358886,(stcE) metalloprotease [StcE (VF0209) - Exoenzyme (VFC0251)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG002121gbWP001025672,(nleA/espI) Type III secretion system effector NleA [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG002123gbWP001247926,(nleD) Type III secretion system effector NleD [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG002413gbWP000389022,(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG002415gbWP001131063,(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG002416gbWP001265657,(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG012204gbNP052665,(toxB) cytotoxin [ToxB (VF0203) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Sakai],FALSE
VFG012292gbWP000066545,(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG012437gbNP310742,(espFu/tccP) Type III secretion system effector TccP [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Sakai],FALSE
VFG012438gbWP000022458,"(espJ) Type III secretion system effector EspJ, adenosine diphosphate (ADP) ribosyltransferase [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",FALSE
VFG000368gbWP000703040,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92],FALSE
VFG000359gbWP001088826,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92],FALSE
VFG012591gbWP001017167,(chuS) heme oxygenase ChuS [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG012609gbWP000993317,(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O157:H7 str. EDL933],FALSE
VFG033362gbWP000832239,(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli O26:H11 str. 11368],FALSE
VFG033499gbWP000098786,(cesT) multieffector chaperone [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O103:H2 str. 12009],FALSE
VFG033535gbWP001062953,(escO) positive regulator EscO [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O26:H11 str. 11368],FALSE
VFG033576gbWP001233824,(escJ) Type III secretion system inner MS ring protein EscJ [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O103:H2 str. 12009],FALSE
VFG033585gbWP001063680,(sepD) Type III secretion system secretion switch protein SepD [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O111:H- str. 11128],FALSE
VFG033681gbWP000153999,(escK) type III secretion system sorting platform component [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O103:H2 str. 12009],FALSE
VFG033690gbWP000084152,(cesAB) chaperone for EspA and EspB [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O103:H2 str. 12009],FALSE
VFG033718gbWP000823907,(rorf1) SdiA-regulated domain-containing protein [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O111:H- str. 11128],FALSE
VFG033738gbWP013009301,(espF) Type III secretion system effector EspF [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615],FALSE
VFG033742gbWP014714127,(espF) Type III secretion system effector EspF [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Xuzhou21],FALSE
VFG033748gbWP001419236,(tir) translocated intimin receptor protein [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. RM12579],FALSE
VFG033760gbWP000492640,"(map) Type III secretion system effector Map, Rho guanine exchange factor [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Xuzhou21]",FALSE
